ID_ALU,PLA,NOM,CODI_RUCT,ASSIG,CURS,TIPUS,CREDITS,NUM_MATRIC,ANY,CONVOCATORIA,PRESENTAT,MHONOR,NOTA,QUALIFICACIO
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21737,3,OPT,6,1,2013-14,SET,S,N,10,EX
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21755,3,OPT,6,1,2013-14,JUN,S,N,8.8,NT
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,22449,3,OPT,6,1,2013-14,JUN,S,N,7.2,NT
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21724,4,OBL,6,1,2014-15,FEB,S,N,7.1,NT
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21725,4,TFG,18,1,2014-15,SET,S,N,9.5,EX
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21734,3,OPT,6,1,2014-15,FEB,S,N,8.3,NT
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21738,3,OPT,6,1,2014-15,FEB,S,N,9,EX
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21739,3,OPT,6,1,2014-15,JUN,S,S,9.7,MH
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21740,3,OPT,6,1,2014-15,FEB,S,N,8,NT
23427,GEIN,Grau d'Enginyeria Informàtica (Pla 2010),2502135,21741,3,OPT,6,1,2014-15,FEB,S,N,8.6,NT
